ID	Entity Type
ID	TYPE
APOLLO_SV:00000480	owl:Class
APOLLO_SV:00000532	owl:Class
BFO:0000040	owl:Class
BFO:0000020	owl:Class
BFO:0000050	owl:ObjectProperty
BFO:0000051	owl:ObjectProperty
BFO:0000054	owl:ObjectProperty
BFO:0000055	owl:ObjectProperty
BFO:0000066	owl:ObjectProperty
BFO:0000067	owl:ObjectProperty
GEO:000000400	owl:Class
GO:0007610	owl:Class
GO:0008150	owl:Class
IAO:0000111	owl:AnnotationProperty
IAO:0000112	owl:AnnotationProperty
IAO:0000114	owl:AnnotationProperty
IAO:0000115	owl:AnnotationProperty
IAO:0000116	owl:AnnotationProperty
IAO:0000117	owl:AnnotationProperty
IAO:0000118	owl:AnnotationProperty
IAO:0000119	owl:AnnotationProperty
IAO:0000136	owl:ObjectProperty
IAO:0000219	owl:ObjectProperty
IAO:0000231	owl:AnnotationProperty
IAO:0000232	owl:AnnotationProperty
IAO:0000412	owl:AnnotationProperty
IAO:0000578	owl:Class
IAO:0000600	owl:AnnotationProperty
IAO:0020021	owl:Class
IAO:0020022	owl:Class
IAO:0020023	owl:Class
IAO:0020024	owl:Class
IAO:0021003	owl:Class
IAO:0021009	owl:Class
IAO:0021031
IAO:0100001	owl:AnnotationProperty
MF:0000030	owl:Class
MF:0000031	owl:Class
NCBITaxon:9606	owl:Class
NCBITaxon:131567	owl:Class
NCBITaxon:2759	owl:Class
NCBITaxon:40674	owl:Class
NCBITaxon:9443	owl:Class
OAE:0000002	owl:Class
OAE:0000067	owl:Class
OAE:0002807	owl:Class
OAE:0004334	owl:AnnotationProperty
OBI:0000245	owl:Class
OBI:0000299	owl:ObjectProperty
OBI:0000312	owl:ObjectProperty
OBI:0000846	owl:ObjectProperty
OBI:0001688	owl:ObjectProperty
OBI:0100026	owl:Class
OBI:0200000	owl:Class
OBI:0600052	owl:Class
OGMS:0000097	owl:Class
OGMS:0000100	owl:Class
OGMS:0000102	owl:Class
OBIB:0000710	owl:Class
OBIB:0000667	owl:Class
OBIB:0000701	owl:Class
OBIB:0000732	owl:ObjectProperty
OBIB:0000735	owl:ObjectProperty
OCCO:00000128	owl:Class
OCCO:00000123	owl:Class
OCCO:00000124	owl:Class
OCCO:00000118	owl:Class
OCCO:00000119	owl:Class
OCCO:00000126	owl:Class
OCCO:00000127	owl:Class
OCCO:00000120	owl:Class
OCCO:00000122	owl:Class
OOSTT:00000030	owl:AnnotationProperty
OOSTT:00000081	owl:Class
OOSTT:00000082	owl:Class
OOSTT:00000083	owl:Class
OOSTT:00000084	owl:Class
OOSTT:00000086	owl:Class
PCO:0000020	owl:Class
RO:0000052	owl:ObjectProperty
RO:0000053	owl:ObjectProperty
RO:0000056	owl:ObjectProperty
RO:0000057	owl:ObjectProperty
RO:0000058	owl:ObjectProperty
RO:0000059	owl:ObjectProperty
RO:0002081	owl:ObjectProperty
RO:0002083	owl:ObjectProperty
RO:0002217	owl:ObjectProperty
RO:0002218	owl:ObjectProperty
RO:0002222	owl:ObjectProperty
RO:0002223	owl:ObjectProperty
RO:0002229	owl:ObjectProperty
RO:0002234	owl:ObjectProperty
RO:0002350	owl:ObjectProperty
RO:0002351	owl:ObjectProperty
RO:0002353	owl:ObjectProperty
RO:0002577	owl:Class
RO:0002012	owl:ObjectProperty
